CompanyName,Phone,Email,Website,Street,City,Province,Postal Code,Country,Badges,CitrixRelationship
"Infinitron Technologies Inc","778 9982333","jm@infinitron.com","http://www.infinitron.com","PO Box 2945 Station Main","Vancouver","BC","V6B 3X4","CA","Citrix Solution Advisor - silver",
"Informatique Medatek Inc","1 450 6820405","sales@commandare.com","http://www.commandare.com","5574 boul. des Rossignols","Laval","QC","H7L 5W6","CA","Citrix Solution Advisor - silver",
"Infrastructure & Beyond Inc.","1 403 8618930","tbrummet@shaw.ca","http://www.infrastructureandbeyond.ca","313 Midglen Terr SE","Calgary","AB","T2X 1R3","CA","Citrix Solution Advisor - silver",
"Infratech ICT Ltd","001 604 8552017","stephen.penner@outlook.com","http://www.infratech.ca","2326 Cascade St","Abbotsford","BC","V2T 3G3","CA","Citrix Solution Advisor - silver",
"Insign.it, Inc.","1 250 4699338","info@insignit.ca","http://www.insignit.ca","PO box 2760","Kelowna","BC","V1X 8B6","CA","Citrix Solution Advisor - silver",
"Insite Computer Group Inc.","1 905 3075150","sales@insite.ca","http://www.insite.ca","8920 Woodbine Ave Unit 104","Markham","ON","L3R 9W9","CA","Citrix Solution Advisor - silver,Citrix Service Provider",
"Integra Networks Corporation","1 613 5264945","jcolvey@integranetworks.com","www.integranetworks.com","1730 St. Laurent Blvd Suite 520","Ottawa","ON","K1G 5L1","CA","Citrix Solution Advisor - silver",
"Integris Inc.","001 613 2701382","info@integris-tech.com","http://integris-tech.com","750 Bayview Dr","Ottawa","ON","K0A 3M0","CA","Citrix Solution Advisor - silver",
"intelliNet","1 604 2735001","ajuma@intellinet-canada.com","www.intellinet-canada.com","21331 Gordon Way Suite 2155","Richmond","BC","V6W 1J9","CA","Citrix Solution Advisor - silver,Citrix Service Provider",
"Interdynamix Corp.","1 780 4237005","konstantin@interdynamix.com","www.interdynamix.com","10180 101 St NW Suite 620","Edmonton","AB","T5J 3S4","CA","Citrix Solution Advisor - silver",
"INTERFACE TECHOLOGIES","001 416 3639880","lloyd@interface.ca","http://interface.ca","90 Adelaide St W Suite 500","Toronto","ON","M5H 3V9","CA","Citrix Solution Advisor - silver",
"Interware Systems","1 416 3636161","efung@interwaresystems.com","http://www.interwaresystems.com","3100 Steeles Ave E., Suite 802","Markham","ON","L3R 8T3","CA","Citrix Solution Advisor - silver",
"ipss inc.","1 613 2322228","ljamme@ipss.ca","www.ipss.ca","150 Isabella St Suite 101","Ottawa","ON","K1S 1V7","CA","Citrix Solution Advisor - silver",
"IQBridge","1 613 8512374","sales@iqbridge.ca","http://www.iqbridge.ca","56 Rideau Heights Dr","Ottawa","ON","K2E 7A6","CA","Citrix Solution Advisor - silver",
"iRangers International","1 855 9964742","info@irangers.com","http://www.irangers.com","5 Donald St Suite 200","Winnipeg","MB","R3L 2T4","CA","Citrix Solution Advisor - silver",
"Island Key Computer Ltd.","1 250 3806465","sales@islandkey.com","http://www.islandkey.com","Suite 211 - 938 Howe Street","Vancouver","BC","V6Z 1N9","CA","Citrix Solution Advisor - silver",
"IT Blueprint Solutions Consulting Inc.","1 778 8087008","mgower@itblueprint.ca","http://www.itblueprint.ca","170 - 422 Richards Street","Vancouver","BC","V6B 2Z4","CA","Citrix Solution Advisor - silver",
"IT4ce Inc.","1 905 2069947","jdasilva@it4ce.com","http://www.IT4ce.com","1200 Aerowood Dr Unit 46","Mississauga","ON","L4W 2S7","CA","Citrix Solution Advisor - silver",
"ITEXPRESS DIRECT INC.","416 342 9717","sales@itexpress.ca","http://WWW.ITEXPRESS.CA","1500 Upper Middle Rd W Suite 310","Oakville","ON","L6M 0C2","CA","Citrix Solution Advisor - silver",
"ITIS Technology Ltd","001 403 6404250","sales@itis-technology.com","http://itis-technology.com","4750 106 Ave SE Unit 3","Calgary","AB","T2C 3G5","CA","Citrix Solution Advisor - silver",
"JennyKayla Consulting Ltd","001 780 966","jenny@jennykayla.com","http://jennykayla.com","104 NW St Suite 1003","Edmonton","AB","T5K 2G5","CA","Citrix Solution Advisor - silver",
"JFS Fleet Solutions Canada","01 905 2674638","solutions@fleet-assistant.ca","http://www.fleet-assistant.ca","208 Enfield Pl Suite 1502","Mississauga","ON","L5B 0G8","CA","Citrix Solution Advisor - silver",
"Jolera Inc","1 416 4101011","raniak@jolera.com","www.jolera.com","477 Mount Pleasant Rd Suite 400","Toronto","ON","M4S 2L9","CA","Citrix Solution Advisor - silver",
"Jump IT/Computer Systems Centre","905 361 8888","info@jumpit.ca","http://jumpit.ca","275 College Street","Toronto","ON","M5T 1S2","CA","Citrix Solution Advisor - silver",
"K2B Technologies Inc","1 514 7307830","kbra@k2binc.com","http://www.k2binc.com","1505 des Goelands","Sainte-Catherine","QC","J5C 1S1","CA","Citrix Solution Advisor - silver",
"KCG Inc","1 416 5671942","ik@kcg.ca","http://www.kcg.ca","32 Firestone Rd","Toronto","ON","M9C 4N3","CA","Citrix Solution Advisor - silver",
"Keal Technology Inc","1 905 7382112","jacques@keal.com","www.keal.com","55 Administration Rd Suite 21","Concord","ON","L4K 4G9","CA","Citrix Solution Advisor - silver",
"Kevin Lund Technology Solutions","001 204 7971504","kevin@klts.ca","http://www.klts.ca","110 James Ave Suite 202","Winnipeg","MB","R3B 0N7","CA","Citrix Solution Advisor - silver",
"Kilobytes Data Solutions Inc.","1 905 58567166","dmicieli@kbytes.com","www.kbytes.com","15-111 Zenway Blvd","Woodbridge","ON","L4H 3H9","CA","Citrix Solution Advisor - silver",
"KSP Technology","1 306 3524577","sales@ksp.ca","http://www.ksp.ca","2825 Saskatchewan Dr Suite 101","Regina","SK","S4T 1H3","CA","Citrix Solution Advisor - silver",
"Lakeside Computers","1 780 5949495","it@lakesidecomputers.ab.ca","http://lakesidecomputers.ab.ca","5204A 51st Ave","Cold Lake","AB","T9M 1P2","CA","Citrix Solution Advisor - silver",
"Lanetco Computer Networks Inc.","905 9056604118","jsmith@lanetco.ca","www.lanetco.ca","1200 Centre St Suite 100","Thornhill","ON","L4J 3M9","CA","Citrix Solution Advisor - silver",
"Layer 3 Solutions Inc.","1 416 2322552","info@layer3solutions.com","http://www.layer3solutions.com","150 Trowers Rd","Woodbridge","ON","L4L 5Z4","CA","Citrix Solution Advisor - silver",
"Le 9e Bit inc.","1 819 4744724","education@9bit.com","http://www.9bit.com","715 Cormier Rue","Drummondville","QC","J2C 6P7","CA","Citrix Solution Advisor - silver",
"Les Electroniques Inpro","1 819 5642482","ventes@inpro.qc.ca","http://www.inpro.qc.ca","786 King Est","Sherbrooke","QC","J1G 1C5","CA","Citrix Solution Advisor - silver",
"Les Solutions Victrix","1 514 8791919","jjulien@victrix.ca","www.victrix.ca","630 Sherbrooke Rue O Suite 1100","Montreal","QC","H3A 1E4","CA","Citrix Solution Advisor - silver",
"Libra Information Technologies","1 905 5427881","sales@librait.net","http://www.librait.net","6505 Mississauga Rd Suite G","Mississauga","ON","L5N 1A6","CA","Citrix Solution Advisor - silver",
"Live Technologies Inc","1 604 8977791","sales@liveinc.ca","http://www.liveinc.ca","7184 120th St Suite 469","Surrey","BC","V3W 0M6","CA","Citrix Solution Advisor - silver",
"Longhurst Consulting","1 403 3460673","stevel@telusplanet.net","http://www.longhurstconsulting.com","1 7439 49 Avenue Crescent","Red Deer","AB","T4P 1X6","CA","Citrix Solution Advisor - silver",
"Lowerys","001 807 3446666","info@lowerys.com","http://www.lowerys.com","540 Central Avenue","Thunder Bay","ON","P7B 6B4","CA","Citrix Solution Advisor - silver",
"Lunik Intelligence Technologique","1 819 5756043","info@lunikit.com","http://www.lunikit.com","4505 Bourque Boul Suite 121","Sherbrooke","QC","J1N 3B9","CA","Citrix Solution Advisor - silver",
"M R S Consulting","1 306 7611557","mrsconsulting@accesscomm.ca","http://www.mrsconsulting.ca","1138A Blanchfield St","Regina","SK","S4X -3E","CA","Citrix Solution Advisor - silver",
"Mainland Information Systems","1 403 2666611","insidesales@mainland.ca","www.mainland.ca","3639 26 St NE","Calgary","AB","T1Y 5E1","CA","Citrix Solution Advisor - silver",
"Maple ITES Inc","001 647 6280377","contact@mapleites.com","http://www.mapleites.com","1299 Matheson Blvd E","Mississauga","ON","L4W 1R1","CA","Citrix Solution Advisor - silver",
"MatrixIT","613 232 0648","customerservice@matrixit.net","http://matrixit.net","1743 St. Laurent Blvd","Ottawa","ON","K1G 3V4","CA","Citrix Solution Advisor - silver",
"MCJ CONSEIL INC","1 418 863","jflemieux@mcjconseil.com","http://www.mcjconseil.com","646 Lafontaine Box 216","Riviere-Du-Loup","QC","G5R 3Y8","CA","Citrix Solution Advisor - silver",
"Members IT Group","1 506 3721139","dean.colpitts@mitg.ca","WWW.MITG.CA","1 Sunrise Ave","Salisbury","NB","E4J 2S3","CA","Citrix Solution Advisor - silver",
"Messco Ontario Ltd., o/a Life-Alert ( Canada)","001 705 946","andmes@messco.net","http://www.messco.net","113 Salisbury Ave Suite 300","Sault Ste. Marie","ON","P6B 1M1","CA","Citrix Solution Advisor - silver",
"MICCA Solutions","001 647 9074555","micca.solutions@gmail.com","http://miccasol.com","25 Trailwood Dr Suite 2204","Mississauga","ON","L4Z 3K9","CA","Citrix Solution Advisor - silver",
"Mico Systems Inc","001 905 8422994","mike@micosystems.com","http://www.micosystems.com","740 Weller Crt Unit A","Oakville","ON","L6K 3S9","CA","Citrix Solution Advisor - silver",
"Micro Logic","1 418 6586624","pproulx@micrologic.ca","http://www.micrologic.ca/","2786, Chemin Sainte-Foy","Quebec","QC","G1V 1V8","CA","Citrix Solution Advisor - silver",
"Microage - Niagara","1 905 6412500","mike@microagets.com","http://www.microagets.com","188 Bunting Rd","St Catharines","ON","L2M 3Y1","CA","Citrix Solution Advisor - silver",
"MicroAge of St. John's","001 709 5761299","dereck.drodge@microagenl.ca","http://www.microage.ca","6 Duffy Place","St. John's","NL","A1B 4B8","CA","Citrix Solution Advisor - silver",
"MicroAge Saskatchewan","1 306 5250537","brad.hoffman@microagesask.com","www.microagesask.com","1060 Winnipeg St","Regina","SK","S4R 8P8","CA","Citrix Solution Advisor - silver",
"MicroAge Solutions Centre","1 780 7906666","pwalsh@microagesolutions.net","www.microagesolutions.net","310C Thickwood Blvd","Fort McMurray","AB","T9K 1Y1","CA","Citrix Solution Advisor - silver",
"MicroAge Technology Solutions","1 613 9666201","dhoard@microagebelleville.ca","http://www.microage.ca/belleville","345 College Street East","Belleville","ON","K8N 5B7","CA","Citrix Solution Advisor - silver",
"MicroAge Toronto","1 905 2648520","kprosser@tor.microage.ca","www.microage.ca","55 Director Crt","Woodbridge","ON","L4L 4S5","CA","Citrix Solution Advisor - silver",
"Microserve","1 800 6617783","sales@microserve.ca","http://www.microserve.ca","4295 Dawson St","Burnaby","BC","V5C 4B3","CA","Citrix Solution Advisor - silver",
"Microserve","1 800 6617783","sales@microserve.ca","http://www.microserve.ca","9657 45 Ave NW","Edmonton","AB","T6E 5Z8","CA","Citrix Solution Advisor - silver",
"Microtek","1 905 9488627","info@microtekinc.com","http://microtekinc.com","14 th Ave Suite 2750","Markham","ON","L3R -0B","CA","Citrix Solution Advisor - silver",
"MIDAC Inc.","001 416 6905575","sales@midac.ca","http://www.MIDAC.ca","4211 Yonge St Suite 215","Toronto","ON","M2P 2A9","CA","Citrix Solution Advisor - silver",
"Momentis Systems Inc.","001 514 9392306","mlafontaine@momentis.com","http://www.momentis.com","5500 Royalmount Av Suite 250","Mont-Royal","QC","H4P 1H7","CA","Citrix Solution Advisor - silver",
"Moore Consulting Services Inc","001 613 9864090","smoore@mooreconsultingservices.ca","http://mooreconsultingservices.ca","185 Coyote Cres","Ottawa","ON","K2S 2G8","CA","Citrix Solution Advisor - silver",
"My Blue Umbrella","011 416 2450709","sales@mbu.ca","http://www.mbu.ca","160 Cidermill Ave Unit 1","Concord","ON","L4K 4K5","CA","Citrix Solution Advisor - silver",
"MY IT PRO","1 780 972","tim.higdon@myitpro.ca","http://www.myitpro.ca","10 PO Box Comp 3","Fort McMurray","AB","T9H 5B4","CA","Citrix Solution Advisor - silver",
"MYRA Systems Corp","1 250 3811335","britt.hilton@myra.com","http://www.myra.com","488A Bay St","Victoria","BC","V8T 5H2","CA","Citrix Solution Advisor - silver",
"NCFRE Technologie Inc.","1 514 48314174","roger.gendron@ncfre-technologie.com","ncfre-technologie.com","3856 43E Av","Pointe-Aux-Trembles","QC","H1A 3B1","CA","Citrix Solution Advisor - silver",
"NCS Network","001 902 4825602","sales@ncsnetwork.net","http://ncsnetwork.net","100 Black Rock Rd","Clifton","NS","B6L 1B9","CA","Citrix Solution Advisor - silver",
"Netcetera Consulting Inc.","1 604 9802700","sales@netcetera.ca","http://www.netcetera.ca","828 Harbourside Dr Suite 205","North Vancouver","BC","V7P 3R9","CA","Citrix Solution Advisor - silver",
"NetKeepers Integric Solutions Group Inc.","1 905 19057704804","shaul.swartz@netkeepers.com","www.netkeepers.com","215 Shields Crt Suite 3","Markham","ON","L3R 8V2","CA","Citrix Solution Advisor - silver,Citrix Service Provider",
"Netlink Computer Inc. / NCIX","1 604 2888080","b2b@ncix.com","http://www.ncix.com","13720 Mayfield Place","Richmond","BC","V6V 2E4","CA","Citrix Solution Advisor - silver",
"NetPLUS Co","1 416 2920003","info@netpluscanada.com","http://netpluscanada.com","880 Ellesmere Rd Unit 106F","Scarborough","ON","M1P 2W6","CA","Citrix Solution Advisor - silver",
"Netsmart Inc.","001 780 4525811","purchasing@netsmart.ca","http://netsmart.ca","9922 111 St NW","Edmonton","AB","T5K 1K2","CA","Citrix Solution Advisor - silver",
"Netsolve Services","1 519 94576221","rob@netsolveinc.com","www.netsolveinc.com","801 Hamilton Rd","London","ON","N5Z 1V2","CA","Citrix Solution Advisor - silver",
"NetWise Inc.","1 780 9450163","sales@netwise.ca","http://www.netwise.ca","57164 PO Box","Sherwood Park","AB","T8A 5L7","CA","Citrix Solution Advisor - silver",
"NEW-LINK","1 604 4289993","tinny@tinny.ca","http://WWW.NEW-LINK.CA","4960 Bennett St Suite 205","Burnaby","BC","V5H 2G9","CA","Citrix Solution Advisor - silver",
"Next Digital Inc.","1 780 04246398","info@nextdigital.ca","www.nextdigital.ca","11817 105 Ave NW","Edmonton","AB","T5H 0L9","CA","Citrix Solution Advisor - silver",
"Next Dimension Inc.","1 519 99452032","dave@ndinc.ca","http://www.nextdimensioninc.com","3020 Devon Dr.","Windsor","ON","N8X4L2","CA","Citrix Solution Advisor - silver",
"Northern Computer Inc","1 250 7627753","jim.condon@northerncomputer.ca","http://www.northerncomputer.ca","495 Banks Rd","Kelowna","BC","V1X 6A2","CA","Citrix Solution Advisor - silver",
"Nova Networks Inc.","1 613 5636682","jleggitt@novanetworks.com","www.novanetworks.com","1700 Woodward Dr Suite 100","Ottawa","ON","K2C 3R8","CA","Citrix Solution Advisor - silver",
"Novacc Technology Inc.","905 4797970","sales@novacc.com","http://www.novacc.com","17075 Leslie St Unit 7","Newmarket","ON","L3Y 8E1","CA","Citrix Solution Advisor - silver",
"Novipro","514 7445353","marketing@novipro.com","http://www.novipro.com","2055 Peel Rue Ofc 701","Montreal","QC","H3A 1V4","CA","Citrix Solution Advisor - silver",
"Noxent Inc.","1 450 09260662","jjulien@noxent.com","www.noxent.com","6400 Taschereau Boul Suite 220","Brossard","QC","J4W 3J2","CA","Citrix Solution Advisor - silver",
"Nuvollo","1 647 3818511","sboyer@nuvollo.com","http://www.nuvollo.com","27 Fairmount Cres","Toronto","ON","M4L 2H3","CA","Citrix Solution Advisor - silver,Citrix Service Provider",
"NWD MicroAge","1 450 9736678","sergio.lima@nwd-microage.com","http://www.nwd-microage.com","4209 Autoroute des Laurentides est","Laval","QC","H7L 5W5","CA","Citrix Solution Advisor - silver",
"Ohri Corporation Inc","001 416 907","info@ohricorp.com","http://www.ohricorp.com","6399 Spinnaker Cir Suite 53","Mississauga","ON","L5W 1Z5","CA","Citrix Solution Advisor - silver",
"OnX Enterprise Solutions Ltd.","866 9064669","bill.kastner@onx.com","http://www.onx.com","155 Commerce Valley Drive East","Thornhill","ON","L3T 7T2","CA","Citrix Solution Advisor - silver",
"OPUS Consulting Group Ltd.","1 604 6846787","rbrown@opusconsulting.ca","http://www.opusconsulting.ca","134 Abott Street Suite 404","Vancouver","BC","V6B 2K4","CA","Citrix Solution Advisor - silver",
"OSI Network Solutions Inc","1 780 7017459","zaher@osins.ca","www.osins.ca","207 10470-176 St","Edmonton","AB","T5S 1L3","CA","Citrix Solution Advisor - silver",
"Osler Systems Management Inc.","250 6568181","mark.sudul@oslersystems.com","http://www.oslersystems.com","9544 Aurora Rd","North Saanich","BC","V8L 5V5","CA","Citrix Solution Advisor - silver",
"OT Group Managed Services","1 613 9666324","info@thinkot.ca","http://Thinkot.ca","175 Lahr Dr","Belleville","ON","K8N 5S2","CA","Citrix Solution Advisor - silver",
"Outsource Computronics","1 416 9254036","citrix@outsourcecomputronics.com","http://www.outsourcecomputronics.ca","3 Charles St W Suite 206","Toronto","ON","M4Y 1R4","CA","Citrix Solution Advisor - silver",
"Oxygen Technical Services Ltd.","1 204 42313237","brian@oxygentechnical.com","www.oxygentechnical.com","1661 Portage Ave Suite 209","Winnipeg","MB","R3J 3T7","CA","Citrix Solution Advisor - silver",
"Paladin Infosystems Inc.","613 277 5131","smiths@rogers.com","http://I.dont.have.one","277 Crichton St","Ottawa","ON","K1M 1W3","CA","Citrix Solution Advisor - silver",
"Panamby Inc.","1 416 9302154","benny.chong@panambyinc.com","http://www.panambyinc.com","610 Bullock Dr Suite 811","Markham","ON","L3R 0G1","CA","Citrix Solution Advisor - silver",
"Pancosmo Trade","1 647 929","info@pancosmotrade.com","http://www.pancosmotrade.com","442 Parkwood Dr","Port Elgin","ON","N0H 2C2","CA","Citrix Solution Advisor - silver",
"Paradigm Network Solutions","1 416 4909019","brad.mcmillan@ittoronto.com","www.ITtoronto.com","250 Consumers Rd Suite 412","Toronto","ON","M2J 4V6","CA","Citrix Solution Advisor - silver,Citrix Service Provider",
"Partner Solutions Inc","1 450 7789580","eric.girard@partnersolutions.ca","www.partnersolutions.ca","2450 Girouard Rue O","Saint-Hyacinthe","QC","J2S 3B3","CA","Citrix Solution Advisor - silver,Citrix Service Provider",
"PartnerIT Corporation","1 519 9634534","chris.boudreau@partnerit.ca","http://www.partnerit.ca","B-69 Wellington St","London","ON","N6B 2K4","CA","Citrix Solution Advisor - silver",
"Pathix ASP","1 709 7248500","kcritch@pathix.com","www.pathix.com","9 Austin St","St. John's","NL","A1B 4C1","CA","Citrix Solution Advisor - silver",
"PC Corp","1 780 4283000","servicedesk@pccorp.com","http://www.pccorp.com","9947 109TH St NW","Edmonton","AB","T5K 1H6","CA","Citrix Solution Advisor - silver",
"Pc-Expert","001 819 8491010","tech@pc-expert.ca","http://www.pc-expert.ca","45 Wellington Rue","Coaticook","QC","J1A 2H6","CA","Citrix Solution Advisor - silver",
"Peak Performance I.T.","001 780 3807252","geoff.parsons@peaktechnology.ca","http://www.peaktechnology.ca","7410B 112 St","Grande Prairie","AB","T8W 0C6","CA","Citrix Solution Advisor - silver",
"Perron Technologies","450 3276249","info@ptech.qc.ca","http://www.ptech.qc.ca","1055 Royale Rue","St-Jerome","QC","J5L 0B7","CA","Citrix Solution Advisor - silver",
"Pinnacl Networks Inc","1 709 7477468","info@pinnaclenetworks.ca","http://www.pinnaclenetworks.ca","1200 Kenmount Rd","Paradise","NL","A1L 1N3","CA","Citrix Solution Advisor - silver",
"Polarcom","1 867 6682546","gangel@polarcom.com","www.polarcom.com","208 Strickland St","Whitehorse","YT","Y1A 2J8","CA","Citrix Solution Advisor - silver",
"Powerland Computers Ltd.","204 237 3800","dneufeld@powerlandcomputers.com","http://www.powerlandcomputers.com","170 Marion St","Winnipeg","MB","R2H 0T4","CA","Citrix Solution Advisor - silver",
"ProServeIT Coporation","1 416 3639320","esugar@proserveit.com","http://www.proserveit.com","104-6700 Century Avenue","Mississauga","ON","L5N 6A4","CA","Citrix Solution Advisor - silver",
"Protek Corporation dba Protek Systems","1 519 6521942","beth.walpole@tucmanaged.com","http://www.tucmanaged.com","4151 Perkins Rd","London","ON","N6L 1G8","CA","Citrix Solution Advisor - silver",
"Protocol Technologies Inc.","1 250 5451866","admin@protocol-tech.com","http://www.protocol-tech.com","1325 Polson Dr Suite 101","Vernon","BC","V1T 8H2","CA","Citrix Solution Advisor - silver",
"Proxi Telecom","1 514 42677694","lppapillon@proxitelecom.com","www.proxitelecom.com","3856A Taschereau Boul","Greenfield Park","QC","J4V 2H9","CA","Citrix Solution Advisor - silver",
"Pure Information Technology Inc.","403 4441800","sales@pureit.ca","http://www.pureit.ca","2710 17 Ave SE Suite 520","Calgary","AB","T2A 0P6","CA","Citrix Solution Advisor - silver",
"Re3 Distribution Inc","514 9322020","re3@bellnet.ca","http://www.re3distribution.com","4392 de Maisonneuve Boul O","Westmount","QC","H3Z 1L5","CA","Citrix Solution Advisor - silver",
"Rock Solid Computer Services","1 705 2224357","orders@rocksolidhq.com","http://www.rocksolidhq.com","2132 Algonquin Rd","Sudbury","ON","P3E 4Z6","CA","Citrix Solution Advisor - silver",
"Roxville Technology Inc.","416 4871340","citrix@roxville.com","http://www.roxville.com","586 Eglinton Ave E Suite 201","Toronto","ON","M4P 1P2","CA","Citrix Solution Advisor - silver",
"rSolutions","1 306 2051121","sales@rsolutions.com","http://rsolutions.com","415 Maxwell Cres","Regina","SK","S4N 5X9","CA","Citrix Solution Advisor - silver",
"S3 Technologies","001 514 2846262","citrix@s3tech.ca","http://www.s3tech.ca","3445 du Parc Av Suite 201","Montreal","QC","H2X 2H6","CA","Citrix Solution Advisor - silver,Citrix Service Provider",
"Sage Infrastructure Solutions Group","1 403 4011464","cmerritt@sageisg.com","http://sageisg.com","107 Tuscarora Mews NW","Calgary","AB","T3L 2H4","CA","Citrix Solution Advisor - silver",
"Scalar Decisions Inc","416 202 0020","sales@scalar.ca","http://www.scalar.ca","280 King St E Flr 4","Toronto","ON","M5A 1K7","CA","Citrix Solution Advisor - silver",
"Scaleable I.T. Solutions Inc.","1 780 5771400","jaime@scaleableit.com","http://www.scaleableit.com","11924 21 Ave SW","Edmonton","AB","T6W 0C9","CA","Citrix Solution Advisor - silver",
"Sea to Sky Network Solutions","1 604 6286970","info@seatosky.com","http://www.seatosky.com","541 Howe St Suite 200","Vancouver","BC","V6C 2C2","CA","Citrix Solution Advisor - silver,Citrix Service Provider",
"SecureIP Solutions Inc.","1 514 5145732932","info@secureip.ca","http://www.secureip.ca","1595 Lauzon Rue","Mascouche","QC","J7L 2R5","CA","Citrix Solution Advisor - silver",
"Services Informatiques Keven Vachon Inc.","418 2217757","vkeven@sikv.net","http://www.sikv.net","15022 Lacroix Boul","Saint-Georges","QC","G5Y 1R7","CA","Citrix Solution Advisor - silver",
"Services Informatiques SL","418 2227812","info@infosl.net","http://www.infosl.net","15980, Boulevard Lacroix","Saint-Georges","QC","G5Y 1S4","CA","Citrix Solution Advisor - silver,Citrix Service Provider",
"Setanta Solutions Inc.","1 613 2303923","askus@setantasolutions.com","http://www.setantasolutions.com","1342 Revell Drice","Manotick","ON","K4M 1K8","CA","Citrix Solution Advisor - silver",
"Skyrider Consulting","1 416 670","sales@skyriderconsulting.com","http://skyriderconsulting.com","7140 Tranmere Dr Unit B","Mississauga","ON","L5S 1L9","CA","Citrix Solution Advisor - silver",
"SM Technologies Inc.","415 948 9851","spantula@smtechnologiesca.com","http://smtechnologiesca.com","Babcombe Dr Suite 77 77","Thornhill","ON","L3T 1M9","CA","Citrix Solution Advisor - silver",
"Smartech Consulting Inc","905 5137373","ptarlattini@smartech.ca","http://www.smartech.ca","3950 14th Ave Suite 406","Markham","ON","L3R 0A9","CA","Citrix Solution Advisor - silver",
"SmartLayer Business Solutions","1 403 8000785","info@smartlayer.ca","http://www.smartlayer.ca","5 Richard Way SW Suite 300","Calgary","AB","T3E 7M8","CA","Citrix Solution Advisor - silver",
"Solutions PCD Inc.","001 514 7441322","ccarreira@pcdsolutions.com","http://pcdsolutions.com","5929 Transcanadienne Rte Suite 150","Saint-Laurent","QC","H4T 1Z6","CA","Citrix Solution Advisor - silver",
"Solutions144 Inc","416 707 6963","sebastian@s144.ca","http://www.s144.ca","436 Zuest Cres","Milton","ON","L9T 8E7","CA","Citrix Solution Advisor - silver",
"Source 44 Consulting Incorporated","1 905 2374576","info@source44.net","http://www.source44.net","2E-399 Applewood Crescent","Vaughan","ON","L4K 4J3","CA","Citrix Solution Advisor - silver",
"Staples Advantage","001 905 6964487","jonathan.tordesillas@staples.com","http://www.eway.ca","550 Pendant Dr","Mississauga","ON","L5T 2W6","CA","Citrix Solution Advisor - silver",
"Steeves and Associates","1 604 2987700","dave.steeves@steeves.net","www.steeves.net","4170 Still Creek Dr Suite 200","Burnaby","BC","V5C 6C6","CA","Citrix Solution Advisor - silver",
"Stratejm Inc.","1 416 4565183","info@stratejm.com","http://www.stratejm.com","1471 Gregwood Rd","Mississauga","ON","L5H 2T5","CA","Citrix Solution Advisor - silver,Citrix Service Provider",
"Sudden Service Technologies","1 604 8733910","ktsoi@sudden.ca","http://www.sudden.ca","7635 North Fraser Way Suite 103","Burnaby","BC","V5J 0B8","CA","Citrix Solution Advisor - silver",
"Summit BIM","1 604 5688325","raj@summitbim.com","http://www.summitbim.com","280 1820 Fir St","Vancouver","BC","V6J 3B1","CA","Citrix Solution Advisor - silver",
"Sunpark Consulting Group Inc.","1 226 9894222","info@networkpartners.ca","http://www.networkpartners.ca","511 Wood Nettle Way","Waterloo","ON","N2V 2X9","CA","Citrix Solution Advisor - silver",
"SUPRA ITS","001 905 593","psingh@supraits.com","http://www.supraits.com/company.html","5855 Kennedy Road","Mississauga","ON","L4Z2G3","CA","Citrix Solution Advisor - silver",
"Sure Systems Ltd","1 403 35399688","alex.mcgillivray@suresystems.ca","http://www.suresystems.ca","201 7003 5 Street S.E.","Calgary","AB","T2H2G2","CA","Citrix Solution Advisor - silver",
"Surge Systems & Services","011 647 2478225","info@surgeindia.com","http://surgesystems.ca","15 Rotunda St","Brampton","ON","L6X 5C9","CA","Citrix Solution Advisor - silver",
"SVI Virtual Solutions","250 415 2952","trevor.svienson@svi-virtualsolutions.com","http://svi-virtualsolutions.com/blog/","7751 Saanich Rd E Suite 4","Saanichton","BC","V8M 1Y7","CA","Citrix Solution Advisor - silver",
"Syncronet","604 6648901","fbutler@syncronet.net","www.syncronet.net","1682 7th Ave W Suite 200","Vancouver","BC","V6J 4S6","CA","Citrix Solution Advisor - silver",
"Syntax Systems Limited","1 514 47337777","ketinson@syntax.net","www.syntax.net","8250 Decarie Boul Suite 400","Montreal","QC","H4P 2P5","CA","Citrix Solution Advisor - silver",
"SysGen Solutions Group","403 2660994","iana@sysgen.ca","http://sysgen.ca","8 St Swsuite Suite 1300","Calgary","AB","T2R 1B2","CA","Citrix Solution Advisor - silver,Citrix Service Provider",
"Systemes ACCI","1 418 8714540","bgrenier@sysacci.com","http://www.sysacci.com","1995, rue Frank-Carrel Suite 203","Quebec","QC","G1N 4H9","CA","Citrix Solution Advisor - silver",
"T3 Solution Providers Inc.","1 403 9305000","kurt@t3sp.com","http://t3sp.com","350 7th Ave SW Suite 2800","Calgary","AB","T2P 3N9","CA","Citrix Solution Advisor - silver",
"Tandu Technologies Inc.","1 416 8225513","info@tandutech.com","http://tandutech.com","95 Durie St","Toronto","ON","M6S 3E7","CA","Citrix Solution Advisor - silver",
"TeamTech Management","647 534 2587","mor@teamtech.ca","http://teamtech.ca","36 King St E","Toronto","ON","M5C 1E5","CA","Citrix Solution Advisor - silver",
"Technoficient Inc.","416 628 6877","shong@technoficient.ca","http://www.technoficient.ca","145 Rouge Bank Dr","Markham","ON","L3S 4K5","CA","Citrix Solution Advisor - silver",
